LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,Total Defaults,Total Bill Amount,Total Pay Amount,Overall Outstanding,default payment next month
130000,1,2,2,29,0,0,0,0,0,2,1,673091,30300,642791,0
20000,1,3,1,52,0,0,0,0,0,0,0,6032,3900,2132,0
50000,1,2,2,31,0,0,0,0,2,0,1,184562,6704,177858,1
330000,2,1,2,28,1,0,2,2,2,2,5,1018,504,514,0
150000,2,3,2,40,0,0,0,0,0,0,0,100823,35186,65637,1
150000,2,2,2,26,0,0,0,0,0,0,0,602446,26500,575946,0
210000,1,2,3,27,0,0,0,0,0,0,0,506258,20903,485355,0
10000,1,2,3,28,0,0,0,0,0,0,0,45471,4928,40543,1
300000,2,3,1,32,0,0,0,0,0,0,0,62672,5669,57003,0
140000,2,2,2,35,0,0,0,0,0,0,0,611247,28606,582641,0
50000,2,2,2,26,1,0,0,0,0,0,1,0,9033,-9033,0
140000,1,1,2,30,0,0,0,0,0,0,0,5450,3700,1750,0
50000,2,2,1,32,0,0,0,0,0,0,0,183481,7244,176237,0
500000,1,1,2,35,0,0,0,0,0,0,0,37407,26205,11202,0
500000,2,3,1,36,0,0,0,0,0,0,0,317991,29367,288624,0
20000,1,2,2,38,2,0,0,0,0,0,1,4803,3361,1442,0
420000,1,1,1,47,0,0,0,0,0,0,0,58965,52232,6733,0
60000,1,2,1,37,1,2,3,4,4,3,6,156955,14000,142955,1
60000,1,2,1,37,0,0,0,0,0,2,1,237105,30000,207105,0
190000,2,2,2,35,0,0,0,0,0,0,0,657727,24000,633727,0
220000,1,1,1,48,3,2,2,0,0,0,3,5000,0,5000,1
110000,2,2,2,28,2,2,2,2,2,2,6,539258,20100,519158,1
290000,1,2,1,33,0,0,0,0,0,0,0,8656,8999,-343,0
50000,2,2,1,25,2,0,0,0,0,0,1,210108,7460,202648,0
110000,2,2,2,39,0,0,0,0,0,0,0,563971,17340,546631,0
230000,2,2,1,35,0,0,0,0,0,0,0,13809,16359,-2550,0
250000,2,1,1,42,0,0,0,0,0,0,0,16240,0,16240,0
100000,1,1,2,26,0,0,0,0,0,0,0,75765,22500,53265,0
30000,2,1,2,23,0,0,0,2,2,2,3,176505,12526,163979,0
230000,1,1,1,47,1,0,0,0,0,0,1,0,0,0,0
50000,1,2,1,29,0,0,0,0,0,0,0,230643,20600,210043,1
420000,1,1,2,33,1,0,0,0,0,0,1,6319,6699,-380,0
30000,1,2,2,33,0,0,0,0,0,0,0,159974,6205,153769,0
20000,1,1,2,34,1,2,0,0,0,0,2,36344,6480,29864,1
200000,2,1,1,43,0,0,0,0,0,0,0,1040924,43000,997924,0
90000,2,1,2,27,1,2,2,2,2,2,6,110019,14058,95961,0
110000,1,3,1,45,0,0,0,0,0,0,0,261267,20900,240367,0
60000,2,2,2,26,0,0,0,0,0,2,1,338469,15100,323369,0
80000,1,1,2,35,0,0,0,0,0,0,0,161430,23518,137912,0
50000,1,3,1,41,1,2,2,0,0,0,3,413644,17620,396024,0
180000,1,1,2,28,1,0,0,0,0,0,1,2771,4015,-1244,0
110000,2,2,2,39,0,0,0,0,0,0,0,667146,25330,641816,0
150000,2,1,1,33,0,0,0,0,0,0,0,629815,78476,551339,0
120000,2,2,2,30,0,0,0,0,0,0,0,532606,19648,512958,0
150000,1,1,2,40,0,0,0,0,0,0,0,876433,35145,841288,0
360000,2,3,1,42,0,0,0,0,0,0,0,52149,50287,1862,0
60000,1,2,1,56,0,0,0,0,0,0,0,161880,6793,155087,1
480000,1,2,1,40,0,0,0,0,0,0,0,408094,14507,393587,0
400000,2,2,2,25,0,0,0,0,0,0,0,567638,178535,389103,0
60000,2,2,2,24,1,2,3,3,2,2,6,286045,14250,271795,0
240000,2,2,1,29,0,0,2,2,2,0,3,1257630,48364,1209266,1
30000,2,1,2,27,0,0,0,0,0,0,0,7745,2000,5745,0
240000,2,1,2,38,0,0,0,0,0,0,0,599605,241312,358293,0
50000,2,2,2,23,0,0,0,2,0,0,1,70084,6396,63688,1
130000,2,1,2,27,0,0,0,0,0,0,0,404791,16250,388541,0
30000,2,2,1,49,2,0,0,0,2,2,3,156662,7915,148747,0
10000,1,2,1,35,0,0,0,0,0,0,0,59070,4645,54425,0
180000,1,2,2,27,0,0,0,0,0,0,0,382054,115041,267013,0
230000,2,3,2,26,0,0,0,0,0,0,0,75965,4048,71917,0
30000,2,1,2,27,1,2,0,0,2,0,3,173954,7000,166954,0
50000,1,3,1,52,1,2,2,0,0,2,4,52011,2640,49371,0
500000,1,1,2,30,0,0,0,0,0,0,0,555362,927325,-371963,0
360000,1,2,2,30,0,0,2,2,0,0,2,2000,1000,1000,0
460000,2,1,1,43,0,0,0,0,0,0,0,1637652,735454,902198,0
10000,2,2,2,32,0,0,0,0,0,0,0,56713,5200,51513,0
270000,2,1,2,32,0,0,0,0,0,0,0,341421,117309,224112,0
80000,1,2,1,43,0,0,0,0,0,0,0,248160,16613,231547,0
100000,1,1,2,32,0,0,0,0,0,0,0,525507,17904,507603,0
20000,1,3,1,42,2,2,2,0,0,0,3,17131,16,17115,1
300000,1,2,1,38,0,0,0,0,0,0,0,5524,4475,1049,1
30000,2,2,2,44,0,0,0,0,0,0,0,97604,54503,43101,0
160000,1,1,2,33,1,0,2,0,0,0,2,4634,3000,1634,1
30000,2,2,2,25,0,0,0,0,0,2,1,77155,21314,55841,0
160000,2,1,2,31,0,0,0,0,0,0,0,41571,42498,-927,0
380000,2,1,2,31,0,0,0,0,0,0,0,694622,327405,367217,0
180000,1,2,2,43,0,0,0,0,0,0,0,981085,38400,942685,0
100000,1,1,1,45,0,0,0,0,0,0,0,271108,9229,261879,0
260000,1,1,1,38,0,0,2,2,0,2,3,4796,4847,-51,0
180000,2,3,2,25,0,0,0,0,0,0,0,580874,21112,559762,0
240000,1,3,1,38,0,0,0,0,0,0,0,1279092,119000,1160092,0
30000,1,2,3,44,0,0,0,0,0,0,0,77903,15895,62008,1
50000,1,2,2,26,0,0,0,0,0,0,0,112045,7200,104845,0
180000,2,2,1,43,0,0,0,0,0,0,0,29849,22359,7490,0
20000,1,2,2,24,0,0,0,0,0,0,0,57531,22967,34564,0
130000,1,2,2,31,0,0,2,0,0,0,1,187045,28951,158094,1
240000,1,1,1,36,0,0,0,0,0,0,0,-45,2245,-2290,0
160000,2,5,1,35,1,0,0,0,0,0,1,0,0,0,0
60000,1,3,2,29,0,0,0,0,0,0,0,40688,5067,35621,1
100000,1,3,1,35,0,0,0,0,0,0,0,457706,17135,440571,0
320000,2,2,2,28,1,0,0,0,0,0,1,4767,4767,0,0
110000,2,2,1,62,0,0,0,0,0,0,0,150250,16451,133799,0
50000,2,1,2,31,2,2,3,2,0,0,4,299735,13862,285873,1
50000,1,2,1,38,2,0,0,2,2,2,4,183800,9900,173900,1
140000,1,2,2,39,0,0,0,0,0,0,0,817446,33559,783887,0
80000,1,2,1,46,0,0,0,0,0,0,0,478933,18388,460545,1
50000,1,2,2,23,0,0,0,0,0,0,0,175750,9691,166059,0
140000,2,2,1,35,1,2,0,0,2,2,4,798871,26000,772871,1
210000,2,2,1,52,0,0,0,0,0,0,0,24796,12442,12354,0
130000,1,2,1,35,0,0,0,0,0,0,0,-42487,82512,-124999,0
200000,2,1,2,31,0,0,0,0,0,0,0,7328,3580,3748,1
110000,1,2,2,40,0,0,0,0,0,0,0,38590,9000,29590,0
140000,2,2,2,27,2,2,0,0,0,2,3,655284,21701,633583,0
20000,1,2,2,43,0,0,0,0,0,0,0,3030,2490,540,0
450000,1,2,2,30,0,0,0,0,0,0,0,3112336,532465,2579871,1
170000,1,2,1,36,0,0,0,0,0,0,0,392836,17299,375537,0
170000,2,2,1,36,0,0,0,0,0,0,0,814241,28135,786106,0
180000,1,2,2,29,0,0,0,0,0,0,0,1046525,34405,1012120,0
200000,1,1,1,39,0,0,0,0,2,2,2,1208047,40751,1167296,0
80000,2,2,1,27,0,0,0,0,0,0,0,91344,9650,81694,0
150000,2,2,2,41,0,0,0,0,0,0,0,92357,6410,85947,0
160000,1,1,2,31,0,0,0,0,0,0,0,568704,19685,549019,1
60000,1,3,2,38,0,0,0,0,0,0,0,6097,2886,3211,0
240000,2,2,1,39,4,3,2,2,2,2,6,289024,11000,278024,1
20000,1,2,2,24,0,0,2,0,0,0,1,38275,3249,35026,1
500000,1,1,2,30,0,0,0,0,0,0,0,2618662,214572,2404090,0
280000,2,2,2,50,0,0,0,0,0,0,0,39831,58315,-18484,0
200000,1,1,3,50,3,2,2,2,0,0,4,1084469,40700,1043769,1
290000,2,1,2,29,0,0,0,0,0,0,0,76147,76423,-276,0
80000,2,1,2,34,0,0,2,2,0,0,2,422282,22300,399982,1
20000,2,3,1,61,2,2,2,2,0,0,4,39220,8000,31220,1
400000,2,1,2,41,0,0,0,0,0,0,0,185501,149937,35564,0
30000,2,3,1,53,0,0,0,0,0,0,0,171673,39406,132267,0
130000,1,1,1,34,0,0,0,0,0,0,0,511215,17764,493451,1
60000,1,2,1,33,0,0,0,0,0,0,0,69987,24500,45487,0
20000,1,3,1,37,0,0,0,0,0,0,0,3820,3211,609,0
160000,1,2,1,43,1,0,0,0,0,0,1,3589,53009,-49420,0
110000,2,2,2,25,1,2,2,0,0,0,3,618095,23100,594995,0
230000,1,1,1,40,0,0,0,0,0,0,0,431650,15721,415929,0
20000,2,1,2,22,0,0,0,0,0,0,0,18356,0,18356,0
140000,2,2,1,34,0,0,0,0,0,0,0,113904,9800,104104,0
130000,2,3,1,48,0,0,0,0,0,0,0,267372,20000,247372,0
130000,2,1,2,47,2,2,2,2,2,2,6,126994,6976,120018,1
200000,1,2,1,30,0,0,0,0,0,0,0,555729,76611,479118,0
60000,2,3,1,43,2,2,0,0,0,0,2,5695,14992,-9297,1
20000,1,1,2,25,1,0,0,0,0,0,1,11647,9569,2078,0
110000,2,1,2,32,1,0,0,0,0,0,1,0,0,0,1
320000,2,1,2,27,1,0,2,2,0,0,3,1138,638,500,1
130000,1,3,3,40,2,0,0,0,0,0,1,521522,22284,499238,0
280000,1,1,1,50,3,5,4,3,2,0,5,1429108,9024,1420084,0
290000,1,1,2,34,0,0,0,0,0,0,0,7076,10692,-3616,0
30000,2,3,1,28,0,0,0,0,0,0,0,94794,5201,89593,0
80000,1,2,2,28,0,0,0,0,0,0,0,63700,12300,51400,0
70000,2,1,2,24,0,0,0,0,0,0,0,52573,10484,42089,0
80000,2,3,1,44,0,0,2,0,0,0,1,479479,19426,460053,0
200000,2,1,1,33,0,0,0,0,0,0,0,16570,8928,7642,0
50000,1,2,1,28,0,0,2,0,0,0,1,349183,27100,322083,0
120000,1,2,2,28,0,0,2,0,0,0,1,235375,9245,226130,0
80000,1,1,2,29,0,0,0,0,0,0,0,342496,23300,319196,0
200000,2,2,1,35,2,0,0,0,0,0,1,340344,17000,323344,1
90000,2,2,1,34,0,0,0,0,0,0,0,17014,25099,-8085,0
30000,2,2,1,38,1,2,2,0,0,0,3,179565,6583,172982,0
30000,2,3,1,29,0,0,0,0,0,0,0,58571,35327,23244,0
50000,2,3,2,23,0,0,0,0,0,0,0,187244,5777,181467,0
150000,1,2,2,31,0,0,0,0,0,0,0,709535,22131,687404,0
280000,2,2,1,42,0,0,0,0,0,0,0,1233022,51482,1181540,0
10000,1,3,2,25,0,0,0,0,0,0,0,63367,5759,57608,0
160000,2,2,1,35,0,0,0,0,0,0,0,729141,78439,650702,0
160000,2,2,1,30,0,0,0,0,0,0,0,51400,0,51400,0
390000,1,1,1,46,0,0,0,0,0,0,0,173435,169990,3445,0
50000,1,2,2,22,0,0,0,0,0,0,0,144057,6193,137864,1
50000,1,2,2,26,0,0,0,0,0,0,0,52504,35276,17228,0
150000,1,2,2,28,0,0,0,0,0,0,0,472877,17278,455599,0
50000,1,3,2,23,0,0,0,0,0,0,0,138131,6350,131781,0
190000,2,1,2,39,0,0,0,0,0,0,0,500793,21053,479740,0
10000,1,3,2,29,2,2,6,6,6,6,6,852,0,852,1
210000,2,1,2,37,1,0,0,0,0,0,1,597816,199872,397944,0
230000,1,1,2,32,0,0,0,0,0,0,0,4410,3675,735,0
150000,2,1,1,52,0,0,0,0,0,0,0,142058,165001,-22943,0
230000,2,1,1,34,0,0,0,0,0,0,0,49319,33308,16011,0
80000,2,1,2,28,1,2,0,0,0,2,3,20433,3500,16933,0
160000,2,5,2,31,0,0,0,0,0,0,0,54986,35911,19075,0
500000,2,1,2,27,0,0,0,0,0,0,0,160371,128886,31485,0
180000,2,1,2,34,0,0,0,0,0,0,0,218118,13600,204518,0
30000,2,2,2,23,1,2,2,2,2,2,6,173771,6000,167771,1
130000,2,1,1,47,0,0,0,0,0,0,0,493773,20200,473573,0
10000,2,3,1,46,0,0,0,0,0,0,0,13984,3414,10570,0
20000,2,2,1,45,0,0,0,0,0,0,0,2750,2754,-4,0
30000,1,3,2,27,0,0,0,0,0,0,0,141679,42557,99122,0
30000,1,2,2,38,0,0,0,0,0,0,0,152274,16089,136185,1
320000,2,1,1,39,0,0,0,0,0,0,0,652845,38000,614845,0
10000,1,2,2,23,3,2,2,2,2,2,6,59342,3100,56242,1
350000,2,0,2,53,0,0,0,0,0,0,0,100993,97476,3517,0
20000,1,3,2,35,0,0,0,0,0,0,0,114403,7971,106432,0
50000,1,2,2,25,1,4,3,2,2,0,5,309412,6234,303178,0
310000,1,1,2,28,0,0,0,0,0,0,0,816333,27780,788553,0
80000,1,2,2,34,0,0,0,0,0,0,0,338862,14900,323962,0
170000,1,1,2,43,0,0,0,0,0,0,0,52954,51514,1440,0
10000,2,3,3,52,2,0,0,2,0,0,2,48338,9002,39336,1
30000,1,3,2,41,1,0,0,0,0,0,1,0,0,0,0
170000,2,3,2,46,0,0,0,0,0,0,0,9624,7828,1796,0
230000,2,1,1,32,0,0,0,0,0,0,0,2728,2028,700,0
50000,2,2,2,23,0,0,0,0,0,2,1,59863,4681,55182,0
300000,2,1,1,52,1,0,0,0,0,0,1,0,0,0,0
210000,1,2,1,37,1,0,0,0,0,0,1,450,550,-100,0
20000,2,3,1,36,0,0,2,0,0,0,1,121422,6110,115312,0
20000,2,2,1,32,0,0,0,0,0,0,0,33625,9500,24125,0
20000,2,2,2,25,2,2,2,0,0,0,3,108081,5026,103055,0
80000,1,1,2,29,0,0,0,0,0,0,0,156507,11734,144773,0
30000,2,2,3,22,0,0,0,0,0,0,0,81969,28318,53651,0
200000,1,1,2,33,2,2,2,2,2,2,6,1021606,46700,974906,1
210000,1,1,2,31,2,0,0,0,0,0,1,6015,24369,-18354,0
330000,2,1,1,42,0,0,0,0,0,0,0,22950,22054,896,0
30000,1,2,2,25,2,2,2,2,2,2,6,93238,4500,88738,1
280000,1,1,1,39,0,0,0,0,0,0,0,32870,166549,-133679,0
300000,1,1,1,37,0,0,0,0,0,0,0,1943,0,1943,0
10000,1,3,1,42,1,2,0,0,0,0,2,46524,14001,32523,0
50000,2,2,2,24,0,0,0,0,0,0,0,118948,7100,111848,0
280000,1,2,1,49,0,0,0,0,0,0,0,2100,2490,-390,0
20000,1,2,1,51,0,0,0,0,0,0,0,98495,11762,86733,0
130000,1,2,2,32,0,0,0,0,0,0,0,8976,8976,0,0
20000,1,2,2,25,0,0,0,0,0,0,0,103310,5135,98175,0
120000,2,2,2,26,0,0,0,0,0,0,0,22164,20270,1894,0
400000,2,1,2,33,0,0,0,0,0,0,0,120972,158540,-37568,0
300000,2,2,2,39,0,0,0,0,0,0,0,15736,10440,5296,0
30000,2,2,2,23,0,0,0,0,0,0,0,89482,7200,82282,0
20000,1,2,1,47,0,0,0,0,0,0,0,86440,19511,66929,1
320000,2,2,1,43,0,0,0,0,0,0,0,173240,158096,15144,0
80000,1,2,1,57,0,0,0,0,0,0,0,342744,13209,329535,0
160000,1,3,1,59,0,0,0,0,0,0,0,900,2950,-2050,0
80000,2,3,2,50,0,0,0,0,0,0,0,283535,10324,273211,0
280000,2,3,2,47,0,0,0,0,0,0,0,150950,132230,18720,0
210000,2,1,2,28,1,0,0,0,0,0,1,0,0,0,1
250000,2,1,2,27,0,0,0,0,0,0,0,18889,12579,6310,0
120000,2,1,2,27,0,0,0,0,0,2,1,34291,24623,9668,0
20000,2,2,2,27,0,0,0,0,0,0,0,106230,6231,99999,0
200000,2,2,2,35,0,0,0,0,0,0,0,203086,9556,193530,0
100000,1,1,1,45,0,0,0,0,0,0,0,270578,12316,258262,0
80000,2,2,1,53,0,0,0,0,0,0,0,232304,10370,221934,0
450000,2,1,2,39,0,0,0,0,0,0,0,13892,16031,-2139,0
200000,2,1,1,38,0,0,0,0,0,0,0,40743,42336,-1593,0
50000,2,2,2,28,0,0,0,0,0,0,0,142134,5900,136234,0
500000,2,2,2,31,0,0,0,0,0,0,0,360076,57844,302232,0
50000,1,1,2,25,0,0,2,2,2,2,4,286114,11513,274601,0
450000,2,1,1,29,0,0,0,0,0,0,0,108642,7000,101642,0
130000,2,1,2,30,0,0,0,0,0,0,0,2886,5742,-2856,0
220000,2,1,2,29,0,0,0,0,0,0,0,4690,22655,-17965,0
210000,2,2,1,38,0,0,0,0,0,0,0,11213,10823,390,0
50000,1,1,2,57,0,0,0,0,0,0,0,212020,6275,205745,0
260000,1,2,2,31,0,0,0,0,0,0,0,632489,199256,433233,0
70000,2,2,2,26,0,0,0,0,0,0,0,165136,14513,150623,0
50000,1,2,1,37,0,0,0,0,0,0,0,200780,8000,192780,1
20000,1,2,2,28,2,2,2,2,2,2,6,82044,5200,76844,1
170000,1,2,1,34,1,2,2,2,2,0,5,442715,10857,431858,1
100000,2,2,2,34,0,0,0,0,0,0,0,602283,23359,578924,0
200000,2,2,2,30,0,0,0,0,0,0,0,95217,57751,37466,1
30000,2,3,1,59,1,2,2,2,2,0,5,175347,5222,170125,1
300000,2,1,2,39,0,0,0,0,2,0,1,572142,25700,546442,0
360000,2,2,2,28,3,2,2,0,0,0,3,5000,0,5000,1
140000,1,1,2,33,0,0,0,0,0,0,0,437496,77670,359826,0
360000,2,2,2,28,0,0,0,0,0,0,0,6353,6634,-281,0
150000,2,2,1,43,0,0,0,0,0,0,0,114407,62964,51443,0
280000,1,2,1,37,0,0,0,0,0,0,0,811123,125928,685195,0
230000,2,2,1,46,0,0,0,0,0,0,0,10101,8658,1443,0
80000,2,3,1,46,0,0,0,0,0,0,0,258394,10403,247991,0
50000,1,1,2,32,0,0,0,0,0,0,0,59763,29204,30559,0
180000,1,1,2,30,1,0,0,0,0,0,1,1186,1186,0,1
100000,1,2,2,34,2,2,2,2,2,2,6,218894,12900,205994,1
30000,1,1,2,30,1,2,2,2,0,0,4,136983,5600,131383,1
80000,1,1,1,37,2,2,2,2,2,2,6,359760,14600,345160,0
500000,2,1,1,39,0,0,0,0,0,0,0,275198,282533,-7335,0
150000,2,2,2,33,0,0,0,0,0,0,0,10479,3678,6801,0
50000,2,2,2,22,1,2,0,0,2,0,3,55704,3300,52404,0
260000,2,1,1,42,0,0,0,0,0,0,0,158290,177294,-19004,0
410000,2,2,1,35,0,0,0,0,0,0,0,50054,59341,-9287,0
50000,2,3,1,33,0,0,0,0,0,0,0,216077,8402,207675,0
100000,2,2,1,39,0,0,0,0,0,0,0,427994,13929,414065,0
90000,2,3,1,37,0,0,0,0,0,0,0,392112,14351,377761,0
50000,1,1,2,32,2,0,0,2,0,0,2,118961,8928,110033,0
200000,2,2,1,51,1,2,2,0,0,2,4,577175,21865,555310,0
240000,1,1,2,33,0,0,0,0,0,0,0,152121,166101,-13980,0
360000,1,1,2,29,0,2,0,0,0,0,1,47635,25447,22188,1
170000,2,1,2,37,0,0,0,0,0,0,0,320525,277433,43092,0
80000,2,3,1,30,2,2,2,2,2,2,6,262563,9100,253463,1
260000,1,3,1,49,0,0,0,0,0,0,0,41794,33787,8007,0
70000,2,2,2,55,0,0,0,0,0,0,0,281701,10612,271089,0
30000,2,3,2,43,0,0,0,0,0,0,0,136515,5111,131404,0
290000,2,2,1,35,0,0,0,2,0,0,1,1505323,61520,1443803,0
110000,2,2,1,46,0,0,0,0,0,0,0,665745,23970,641775,1
110000,1,2,1,30,0,0,3,2,2,2,4,388311,22700,365611,1
200000,1,2,1,40,0,0,0,0,0,0,0,249005,9522,239483,0
70000,2,3,2,22,0,0,0,0,0,0,0,225151,9066,216085,0
150000,2,2,2,29,0,0,0,0,0,0,0,428007,13091,414916,0
340000,2,2,2,43,0,0,2,0,0,0,1,677530,27944,649586,0
30000,2,2,2,25,2,0,0,0,0,0,1,86050,4993,81057,1
200000,1,1,1,40,0,0,0,0,0,0,0,2920,2880,40,0
400000,2,2,2,44,0,0,0,0,0,0,0,145331,141048,4283,0
110000,2,2,1,41,0,0,0,0,0,0,0,243797,9268,234529,0
420000,1,2,1,36,0,0,0,0,0,0,0,219438,85018,134420,0
150000,2,5,1,45,0,0,0,0,0,0,0,1142572,380131,762441,0
290000,2,1,1,36,0,0,0,0,0,0,0,483715,18500,465215,0
160000,1,1,1,58,1,0,0,0,0,0,1,4816,4816,0,0
50000,1,3,2,31,0,0,0,0,0,0,0,40646,1000,39646,1
150000,1,1,2,25,0,0,0,0,0,0,0,597464,35050,562414,0
500000,2,1,2,29,0,0,0,0,0,0,0,396906,287294,109612,0
140000,2,2,2,26,0,0,0,0,0,0,0,341339,24900,316439,0
200000,1,1,1,44,0,0,0,0,0,0,0,18743,17164,1579,0
230000,1,1,1,46,0,0,0,0,0,0,0,8186,3334,4852,1
60000,2,2,2,26,0,0,0,0,0,0,0,224515,8661,215854,0
150000,1,2,1,38,0,0,0,0,0,0,0,26705,37063,-10358,0
340000,2,1,2,29,0,0,0,2,0,0,1,88023,63043,24980,0
140000,1,1,2,30,0,0,0,0,0,0,0,21153,10553,10600,0
20000,2,1,1,41,1,3,2,0,0,0,3,20930,3067,17863,0
200000,2,1,2,26,0,0,0,0,0,0,0,452872,104387,348485,0
20000,1,3,1,44,0,0,0,0,0,0,0,6292,2600,3692,0
300000,2,1,1,29,0,0,0,0,0,0,0,410645,13600,397045,0
200000,2,1,1,64,0,0,0,0,0,0,0,78864,84590,-5726,1
180000,1,1,2,28,0,0,0,0,0,0,0,1070349,56250,1014099,0
30000,2,3,1,24,2,0,0,0,0,0,1,174956,9279,165677,0
350000,1,1,1,62,0,0,0,0,0,0,0,433859,433076,783,0
160000,1,1,2,28,0,0,0,0,0,0,0,7346,4634,2712,0
20000,2,3,1,42,2,0,0,0,2,2,3,115056,6536,108520,1
130000,1,1,2,28,1,0,0,0,0,0,1,3000,4000,-1000,0
180000,2,1,1,43,0,0,0,0,0,0,0,841741,31679,810062,0
220000,2,2,1,36,2,2,2,0,0,0,3,1144259,53100,1091159,1
120000,2,2,2,25,0,0,0,0,0,0,0,286846,11500,275346,0
500000,2,2,1,33,0,0,0,0,0,0,0,178321,50370,127951,0
150000,2,1,2,29,0,0,0,0,0,0,0,8719,6229,2490,1
180000,1,1,2,29,0,0,0,0,0,0,0,28364,11551,16813,0
440000,1,1,2,30,0,0,0,0,0,0,0,1077393,30635,1046758,0
190000,2,2,1,35,0,0,0,0,0,0,0,1132734,43999,1088735,0
160000,2,2,1,40,0,0,0,0,0,0,0,30611,50083,-19472,1
20000,1,2,1,37,0,0,0,0,0,0,0,20914,9269,11645,0
30000,1,3,1,44,0,0,0,0,0,0,0,74789,6800,67989,0
420000,1,1,1,32,1,0,0,0,0,0,1,85209,78100,7109,0
370000,2,1,2,28,0,0,0,0,0,0,0,440144,17446,422698,0
60000,1,2,2,35,1,2,0,0,0,0,2,296402,66221,230181,0
180000,1,2,2,43,0,0,0,0,0,0,0,495651,34716,460935,0
90000,2,3,2,25,0,0,0,0,0,0,0,68041,13940,54101,0
250000,2,2,2,24,2,0,0,0,0,0,1,339273,17289,321984,1
30000,2,1,2,25,0,0,0,0,0,0,0,99004,3506,95498,1
140000,1,1,1,41,0,0,0,0,0,0,0,27526,23003,4523,0
180000,2,1,2,26,0,0,0,0,0,0,0,301556,12100,289456,0
70000,2,1,2,30,0,0,0,0,0,2,1,85453,5200,80253,0
320000,2,2,2,36,0,0,0,0,0,0,0,84360,47435,36925,1
150000,1,1,2,28,1,0,0,0,0,0,1,201304,75696,125608,0
20000,1,2,2,29,0,0,0,0,0,0,0,24450,4414,20036,1
30000,1,1,2,25,0,0,0,0,0,0,0,128802,8103,120699,1
500000,1,1,2,31,0,0,0,0,0,0,0,858246,241095,617151,0
30000,2,2,2,22,2,2,2,0,0,2,4,88493,30187,58306,0
50000,1,2,3,41,0,0,0,0,0,0,0,36848,14341,22507,0
20000,1,3,1,44,0,0,0,0,0,0,0,46914,4396,42518,0
10000,2,3,1,51,2,2,0,0,0,0,2,-2994,3336,-6330,1
500000,2,3,1,45,0,0,0,0,0,0,0,2531,2478,53,0
20000,1,1,2,25,2,2,4,4,3,2,6,65134,33250,31884,1
200000,2,1,1,28,0,0,0,0,0,0,0,294951,23000,271951,0
10000,1,2,1,31,0,0,0,2,0,0,1,52556,8042,44514,0
50000,2,3,1,43,2,2,2,2,2,2,6,273275,10123,263152,1
320000,2,2,1,35,0,0,0,0,0,0,0,726661,42140,684521,0
50000,1,2,1,41,0,0,0,0,0,0,0,68729,21407,47322,0
30000,2,1,1,41,0,0,0,0,0,0,0,27921,6800,21121,0
110000,1,3,2,36,0,0,0,0,0,0,0,3769,1260,2509,1
50000,2,1,1,35,1,0,0,0,0,0,1,622,678,-56,0
140000,2,1,2,29,1,2,0,0,0,0,2,670936,24012,646924,0
90000,2,1,1,44,0,0,0,0,0,0,0,539,0,539,0
60000,1,2,1,49,0,0,0,0,0,0,0,248230,35810,212420,1
20000,1,2,2,24,2,2,2,2,2,2,6,107487,6400,101087,0
340000,2,1,1,62,0,0,0,0,0,0,0,2970723,116358,2854365,0
30000,1,2,2,29,1,3,2,0,0,0,3,172739,4105,168634,0
170000,1,1,1,35,0,0,0,0,0,0,0,3254,3299,-45,1
130000,1,1,1,45,2,0,0,2,2,2,4,347367,17200,330167,1
250000,2,2,1,44,0,0,2,2,2,0,3,57266,12000,45266,0
200000,2,2,1,36,0,0,0,0,0,0,0,53142,60749,-7607,0
10000,2,2,1,49,0,0,0,0,0,0,0,29361,3615,25746,1
180000,2,2,2,29,0,0,0,0,0,2,1,15406,1030,14376,0
230000,2,1,2,29,0,0,0,0,0,0,0,20003,16037,3966,0
200000,2,3,1,45,0,0,0,0,0,0,0,53461,43323,10138,0
90000,2,3,2,33,0,0,0,0,0,0,0,398422,37901,360521,0
130000,1,3,2,28,0,0,0,0,0,0,0,5622,3405,2217,0
230000,1,1,2,26,0,0,0,0,0,0,0,30325,33850,-3525,0
320000,1,2,2,36,0,0,2,0,0,0,1,1676631,60617,1616014,0
30000,1,3,2,34,2,2,2,0,0,0,3,169569,9252,160317,1
80000,2,2,2,25,0,0,2,0,0,0,1,88416,8457,79959,0
80000,2,1,1,35,0,0,0,0,0,0,0,2197,1647,550,1
260000,2,2,1,45,0,0,0,0,0,0,0,36771,34637,2134,0
20000,1,3,2,26,2,0,0,0,0,0,1,86071,9500,76571,1
200000,2,2,1,34,0,0,0,0,0,0,0,7704,6114,1590,1
80000,2,2,2,23,0,0,2,0,0,0,1,190631,10708,179923,0
100000,2,1,2,42,0,0,0,0,0,0,0,255622,26556,229066,0
150000,2,5,1,35,0,0,0,0,0,0,0,211898,7752,204146,0
80000,2,1,2,27,0,0,0,0,0,0,0,406200,16274,389926,0
20000,2,2,2,48,0,0,0,0,2,0,1,31253,10173,21080,0
200000,2,2,1,26,0,0,0,0,0,0,0,53643,16116,37527,0
120000,2,2,1,41,2,0,0,0,0,2,2,257855,16000,241855,1
30000,1,3,2,50,2,0,0,0,0,0,1,211424,38397,173027,1
200000,1,1,2,37,0,0,0,0,0,0,0,792943,80390,712553,0
